id,name,host_id,host_name,host_is_superhost,superhost_status,borough,neighbourhood,latitude,longitude,room_type,price,accommodates,price_per_guest,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_tier,price_category,availability_365,rating,listing_url
10903,Cozy Studio in Chelsea,1021,Alex,f,Standard Host,Manhattan,Chelsea,40.79213,-73.95029,Entire home/apt,519,4,129.75,7,35,2026-07-27,1.13,1,Single Listing,Luxury (>$250),123,4.57,https://www.airbnb.com/rooms/10903
10904,Quiet Apartment in Midtown,1020,Carlos,f,Standard Host,Manhattan,Midtown,40.79353,-73.96107,Entire home/apt,272,3,90.67,1,23,2026-07-21,1.79,1,Single Listing,Luxury (>$250),56,4.65,https://www.airbnb.com/rooms/10904
10905,Stunning Haven in Forest Hills,1211,Emma,t,Superhost,Queens,Forest Hills,40.79375,-73.73975,Private room,59,3,19.67,7,43,2026-07-12,1.3,1,Single Listing,Budget (<$100),110,4.98,https://www.airbnb.com/rooms/10905
10906,Cozy Loft in Park Slope,1017,Sophia,f,Standard Host,Brooklyn,Park Slope,40.6645,-73.97234,Entire home/apt,188,2,94.0,2,15,2026-07-09,1.86,1,Single Listing,Moderate ($100-$250),271,4.53,https://www.airbnb.com/rooms/10906
10907,Charming Retreat in Sunnyside,1094,Sarah,f,Standard Host,Queens,Sunnyside,40.69995,-73.82134,Entire home/apt,144,2,72.0,2,29,2026-07-15,1.64,1,Single Listing,Moderate ($100-$250),15,4.29,https://www.airbnb.com/rooms/10907
10908,Stunning Room in Chelsea,1291,Sarah,t,Superhost,Manhattan,Chelsea,40.79993,-73.99565,Entire home/apt,512,3,170.67,7,52,2026-07-17,2.18,3,Small Host (2-4),Luxury (>$250),330,5.0,https://www.airbnb.com/rooms/10908
10909,Luxury Haven in Greenwich Village,1309,Alex,f,Standard Host,Manhattan,Greenwich Village,40.78091,-73.98566,Private room,149,1,149.0,2,7,2026-07-17,0.79,1,Single Listing,Moderate ($100-$250),277,4.27,https://www.airbnb.com/rooms/10909
10910,Chic Flat in Greenwich Village,1180,Sophia,t,Superhost,Manhattan,Greenwich Village,40.76076,-73.94216,Private room,213,2,106.5,3,72,2026-07-28,2.06,1,Single Listing,Moderate ($100-$250),54,4.94,https://www.airbnb.com/rooms/10910
10911,Stunning Room in Williamsburg,1296,Emma,t,Superhost,Brooklyn,Williamsburg,40.69501,-73.92132,Private room,81,2,40.5,7,88,2026-07-30,2.71,2,Small Host (2-4),Budget (<$100),126,4.97,https://www.airbnb.com/rooms/10911
10912,Boho Retreat in Ridgewood,1331,Benjamin,f,Standard Host,Queens,Ridgewood,40.7682,-73.81553,Entire home/apt,134,2,67.0,3,23,2026-05-04,0.91,1,Single Listing,Moderate ($100-$250),272,4.2,https://www.airbnb.com/rooms/10912
10913,Cozy Room in Crown Heights,1024,Liam,f,Standard Host,Brooklyn,Crown Heights,40.65585,-73.94453,Private room,72,1,72.0,2,70,2026-05-12,3.89,1,Single Listing,Budget (<$100),336,4.48,https://www.airbnb.com/rooms/10913
10914,Boho Studio in Bedford-Stuyvesant,1332,Ava,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.68908,-73.92599,Entire home/apt,124,4,31.0,2,7,2026-05-07,0.22,1,Single Listing,Moderate ($100-$250),93,4.5,https://www.airbnb.com/rooms/10914
10915,Quiet Flat in Bedford-Stuyvesant,1345,Ethan,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.68133,-73.97385,Private room,59,3,19.67,5,24,2026-06-30,3.88,1,Single Listing,Budget (<$100),322,4.5,https://www.airbnb.com/rooms/10915
10916,Quiet Flat in Midtown,1341,Emily,f,Standard Host,Manhattan,Midtown,40.78463,-73.96283,Private room,233,1,233.0,3,60,2026-05-04,4.15,1,Single Listing,Moderate ($100-$250),224,4.38,https://www.airbnb.com/rooms/10916
10917,Chic Loft in Financial District,1189,James,f,Standard Host,Manhattan,Financial District,40.76977,-73.95019,Entire home/apt,387,3,129.0,3,34,2026-03-31,3.27,1,Single Listing,Luxury (>$250),48,4.55,https://www.airbnb.com/rooms/10917
10918,Boho Retreat in Tribeca,1329,James,f,Standard Host,Manhattan,Tribeca,40.779,-73.96985,Private room,134,2,67.0,3,20,2026-06-10,0.62,3,Small Host (2-4),Moderate ($100-$250),82,4.5,https://www.airbnb.com/rooms/10918
10919,Modern Flat in Midtown,1244,Sarah,f,Standard Host,Manhattan,Midtown,40.78988,-73.95045,Entire home/apt,230,8,28.75,2,26,2026-04-06,0.81,1,Single Listing,Moderate ($100-$250),215,4.57,https://www.airbnb.com/rooms/10919
10920,Rustic Loft in Concourse,1154,Noah,t,Superhost,Bronx,Concourse,40.85362,-73.8462,Entire home/apt,224,6,37.33,1,48,2026-07-13,2.4,1,Single Listing,Moderate ($100-$250),286,4.94,https://www.airbnb.com/rooms/10920
10921,Modern Room in Park Slope,1201,David,t,Superhost,Brooklyn,Park Slope,40.68787,-73.9561,Entire home/apt,240,2,120.0,5,86,2026-07-18,5.96,1,Single Listing,Moderate ($100-$250),205,4.93,https://www.airbnb.com/rooms/10921
10922,Modern Retreat in Tribeca,1042,Jessica,t,Superhost,Manhattan,Tribeca,40.78583,-73.98846,Private room,83,2,41.5,1,112,2026-07-22,3.28,1,Single Listing,Budget (<$100),196,4.92,https://www.airbnb.com/rooms/10922
10923,Minimalist Penthouse in Ridgewood,1031,Emily,f,Standard Host,Queens,Ridgewood,40.67497,-73.7781,Private room,53,2,26.5,4,57,2026-07-15,1.97,2,Small Host (2-4),Budget (<$100),282,4.47,https://www.airbnb.com/rooms/10923
10924,Chic Brownstone Unit in DUMBO,1140,Noah,f,Standard Host,Brooklyn,DUMBO,40.6824,-73.97264,Private room,40,1,40.0,5,22,2026-07-04,1.17,2,Small Host (2-4),Budget (<$100),319,4.53,https://www.airbnb.com/rooms/10924
10925,Luxury Penthouse in East Village,1249,Jessica,t,Superhost,Manhattan,East Village,40.80125,-73.95203,Private room,156,1,156.0,7,66,2026-06-26,8.07,1,Single Listing,Moderate ($100-$250),308,5.0,https://www.airbnb.com/rooms/10925
10926,Spacious Suite in Financial District,1080,Ethan,f,Standard Host,Manhattan,Financial District,40.81033,-73.93036,Private room,87,2,43.5,1,14,2026-06-27,0.51,1,Single Listing,Budget (<$100),232,4.51,https://www.airbnb.com/rooms/10926
10927,Cozy Room in Harlem,1312,Emily,t,Superhost,Manhattan,Harlem,40.82939,-73.95653,Private room,127,1,127.0,3,33,2026-04-29,4.11,1,Single Listing,Moderate ($100-$250),348,4.93,https://www.airbnb.com/rooms/10927
10928,Cozy Penthouse in Bushwick,1295,Mia,t,Superhost,Brooklyn,Bushwick,40.67537,-73.94167,Entire home/apt,273,6,45.5,3,120,2026-07-11,4.59,1,Single Listing,Luxury (>$250),79,4.94,https://www.airbnb.com/rooms/10928
10929,Sunny Brownstone Unit in Bedford-Stuyvesant,1119,Alex,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.69312,-73.93876,Entire home/apt,130,3,43.33,4,66,2025-12-19,2.86,1,Single Listing,Moderate ($100-$250),27,4.45,https://www.airbnb.com/rooms/10929
10930,Spacious Apartment in Williamsburg,1002,Benjamin,f,Standard Host,Brooklyn,Williamsburg,40.69343,-73.91266,Entire home/apt,259,3,86.33,2,20,2026-04-11,1.36,1,Single Listing,Luxury (>$250),167,4.41,https://www.airbnb.com/rooms/10930
10931,Bright Flat in East Village,1208,Emma,t,Superhost,Manhattan,East Village,40.7704,-73.99031,Private room,96,2,48.0,1,40,2026-01-11,1.54,3,Small Host (2-4),Budget (<$100),180,4.99,https://www.airbnb.com/rooms/10931
10932,Modern Suite in Bushwick,1236,Sarah,t,Superhost,Brooklyn,Bushwick,40.67913,-73.96954,Entire home/apt,183,4,45.75,1,112,2026-06-22,3.81,1,Single Listing,Moderate ($100-$250),283,4.97,https://www.airbnb.com/rooms/10932
10933,Luxury Room in East Village,1241,Sophia,t,Superhost,Manhattan,East Village,40.81991,-73.99054,Private room,98,2,49.0,2,86,2026-06-16,7.82,1,Single Listing,Budget (<$100),147,4.93,https://www.airbnb.com/rooms/10933
10934,Rustic Suite in East Village,1178,Ava,f,Standard Host,Manhattan,East Village,40.76099,-73.98865,Entire home/apt,263,4,65.75,2,51,2026-06-22,6.89,1,Single Listing,Luxury (>$250),35,4.42,https://www.airbnb.com/rooms/10934
10935,Sunny Retreat in Jackson Heights,1061,Ava,t,Superhost,Queens,Jackson Heights,40.75404,-73.79285,Private room,75,1,75.0,4,108,2026-05-06,6.18,1,Single Listing,Budget (<$100),30,4.99,https://www.airbnb.com/rooms/10935
10936,Quiet Apartment in DUMBO,1228,Ava,f,Standard Host,Brooklyn,DUMBO,40.64425,-73.9708,Entire home/apt,135,2,67.5,1,19,2026-07-19,0.7,1,Single Listing,Moderate ($100-$250),131,4.47,https://www.airbnb.com/rooms/10936
10937,Charming Suite in Chelsea,1011,Noah,f,Standard Host,Manhattan,Chelsea,40.76533,-73.98497,Entire home/apt,311,6,51.83,3,29,2026-06-16,1.19,3,Small Host (2-4),Luxury (>$250),332,4.3,https://www.airbnb.com/rooms/10937
10938,Boho Apartment in Chelsea,1194,Emma,t,Superhost,Manhattan,Chelsea,40.74489,-73.98972,Private room,79,2,39.5,1,79,2026-05-29,8.46,2,Small Host (2-4),Budget (<$100),242,4.97,https://www.airbnb.com/rooms/10938
10939,Bright Loft in SoHo,1244,Mia,f,Standard Host,Manhattan,SoHo,40.78965,-73.9283,Private room,129,1,129.0,2,48,2026-07-19,1.9,1,Single Listing,Moderate ($100-$250),42,4.45,https://www.airbnb.com/rooms/10939
10940,Cozy Suite in Ridgewood,1249,Liam,f,Standard Host,Queens,Ridgewood,40.76197,-73.8068,Entire home/apt,169,2,84.5,2,24,2026-07-24,1.6,3,Small Host (2-4),Moderate ($100-$250),294,4.51,https://www.airbnb.com/rooms/10940
10941,Modern Studio in Ridgewood,1202,Emily,t,Superhost,Queens,Ridgewood,40.70633,-73.77928,Private room,70,1,70.0,2,36,2026-04-06,3.74,1,Single Listing,Budget (<$100),313,5.0,https://www.airbnb.com/rooms/10941
10942,Rustic Retreat in Long Island City,1312,James,t,Superhost,Queens,Long Island City,40.72977,-73.8056,Entire home/apt,134,4,33.5,1,104,2026-05-31,11.11,1,Single Listing,Moderate ($100-$250),210,4.93,https://www.airbnb.com/rooms/10942
10943,Sunny Retreat in Bedford-Stuyvesant,1253,Olivia,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.69639,-73.96535,Private room,87,1,87.0,2,17,2026-07-25,0.68,1,Single Listing,Budget (<$100),209,4.59,https://www.airbnb.com/rooms/10943
10944,Quiet Studio in Upper West Side,1086,Charlotte,f,Standard Host,Manhattan,Upper West Side,40.81101,-73.96967,Entire home/apt,208,3,69.33,2,9,2026-07-26,0.3,1,Single Listing,Moderate ($100-$250),81,4.39,https://www.airbnb.com/rooms/10944
10945,Cozy Penthouse in DUMBO,1208,Alex,t,Superhost,Brooklyn,DUMBO,40.64427,-73.93292,Private room,150,1,150.0,2,64,2026-02-01,2.3,1,Single Listing,Moderate ($100-$250),58,4.99,https://www.airbnb.com/rooms/10945
10946,Sunny Haven in Williamsburg,1108,Emily,f,Standard Host,Brooklyn,Williamsburg,40.67735,-73.9552,Entire home/apt,234,3,78.0,7,35,2026-07-09,1.33,1,Single Listing,Moderate ($100-$250),249,4.33,https://www.airbnb.com/rooms/10946
10947,Chic Studio in East Village,1273,Liam,f,Standard Host,Manhattan,East Village,40.78557,-74.01756,Private room,116,2,58.0,3,36,2026-06-22,1.31,1,Single Listing,Moderate ($100-$250),296,4.52,https://www.airbnb.com/rooms/10947
10948,Rustic Haven in Hell's Kitchen,1245,Mia,f,Standard Host,Manhattan,Hell's Kitchen,40.81337,-73.95899,Entire home/apt,316,2,158.0,1,16,2026-06-22,0.95,2,Small Host (2-4),Luxury (>$250),83,4.57,https://www.airbnb.com/rooms/10948
10949,Bright Apartment in Harlem,1133,Sarah,t,Superhost,Manhattan,Harlem,40.80071,-73.90201,Entire home/apt,404,4,101.0,2,49,2026-07-15,1.92,1,Single Listing,Luxury (>$250),131,4.97,https://www.airbnb.com/rooms/10949
10950,Rustic Studio in Tribeca,1123,Jessica,t,Superhost,Manhattan,Tribeca,40.79412,-73.95166,Entire home/apt,233,2,116.5,1,69,2026-06-22,1.98,1,Single Listing,Moderate ($100-$250),312,4.97,https://www.airbnb.com/rooms/10950
10951,Minimalist Brownstone Unit in Sunnyside,1138,Carlos,t,Superhost,Queens,Sunnyside,40.71528,-73.77188,Entire home/apt,216,3,72.0,1,70,2025-11-24,2.36,1,Single Listing,Moderate ($100-$250),89,5.0,https://www.airbnb.com/rooms/10951
10952,Sunny Flat in Tompkinsville,1112,Daniel,f,Standard Host,Staten Island,Tompkinsville,40.56572,-74.12526,Entire home/apt,90,3,30.0,1,52,2026-06-13,8.52,2,Small Host (2-4),Budget (<$100),203,4.58,https://www.airbnb.com/rooms/10952
10953,Cozy Studio in Financial District,1044,Sarah,f,Standard Host,Manhattan,Financial District,40.76607,-73.97157,Private room,134,2,67.0,7,45,2026-07-05,2.42,3,Small Host (2-4),Moderate ($100-$250),230,4.44,https://www.airbnb.com/rooms/10953
10954,Bright Flat in Greenwich Village,1325,Liam,f,Standard Host,Manhattan,Greenwich Village,40.78945,-73.96255,Hotel room,491,5,98.2,3,17,2025-12-07,0.5,2,Small Host (2-4),Luxury (>$250),302,4.39,https://www.airbnb.com/rooms/10954
10955,Charming Brownstone Unit in Forest Hills,1132,Charlotte,f,Standard Host,Queens,Forest Hills,40.7103,-73.69343,Private room,111,2,55.5,1,99,2026-07-11,3.08,8,Multi-Listing Host (5+),Moderate ($100-$250),123,4.58,https://www.airbnb.com/rooms/10955
10956,Rustic Retreat in East Village,1274,Michael,f,Standard Host,Manhattan,East Village,40.79014,-73.95729,Private room,200,3,66.67,7,19,2025-11-11,0.67,3,Small Host (2-4),Moderate ($100-$250),80,4.43,https://www.airbnb.com/rooms/10956
10957,Chic Studio in DUMBO,1327,Jessica,t,Superhost,Brooklyn,DUMBO,40.69779,-73.95209,Private room,106,2,53.0,2,39,2026-07-08,1.9,1,Single Listing,Moderate ($100-$250),158,4.95,https://www.airbnb.com/rooms/10957
10958,Cozy Flat in East Village,1295,Elena,f,Standard Host,Manhattan,East Village,40.75224,-73.95788,Private room,136,2,68.0,7,23,2026-07-03,0.79,1,Single Listing,Moderate ($100-$250),287,4.44,https://www.airbnb.com/rooms/10958
10959,Sunny Penthouse in Sunnyside,1279,Sarah,f,Standard Host,Queens,Sunnyside,40.74523,-73.77012,Entire home/apt,184,2,92.0,3,1,2026-07-08,0.05,4,Small Host (2-4),Moderate ($100-$250),277,4.45,https://www.airbnb.com/rooms/10959
10960,Sunny Room in Greenpoint,1089,James,f,Standard Host,Brooklyn,Greenpoint,40.6909,-73.9264,Hotel room,182,2,91.0,1,1,2026-07-12,0.05,1,Single Listing,Moderate ($100-$250),46,4.3,https://www.airbnb.com/rooms/10960
10961,Rustic Room in Harlem,1036,Noah,f,Standard Host,Manhattan,Harlem,40.79008,-73.95747,Entire home/apt,279,3,93.0,30,32,2026-06-26,1.15,1,Single Listing,Luxury (>$250),219,4.36,https://www.airbnb.com/rooms/10961
10962,Rustic Haven in Flushing,1032,Jessica,t,Superhost,Queens,Flushing,40.74422,-73.78313,Private room,89,2,44.5,2,98,2026-06-11,6.96,1,Single Listing,Budget (<$100),231,4.97,https://www.airbnb.com/rooms/10962
10963,Stunning Suite in Brooklyn Heights,1285,James,t,Superhost,Brooklyn,Brooklyn Heights,40.6914,-73.92924,Hotel room,185,3,61.67,30,60,2025-11-10,2.89,1,Single Listing,Moderate ($100-$250),17,4.9,https://www.airbnb.com/rooms/10963
10964,Charming Flat in Williamsburg,1281,Sarah,t,Superhost,Brooklyn,Williamsburg,40.6588,-73.9189,Private room,79,3,26.33,30,56,2026-06-17,3.37,1,Single Listing,Budget (<$100),81,4.91,https://www.airbnb.com/rooms/10964
10965,Luxury Studio in Astoria,1117,Emma,f,Standard Host,Queens,Astoria,40.67145,-73.78357,Entire home/apt,102,3,34.0,30,25,2026-05-13,0.76,2,Small Host (2-4),Moderate ($100-$250),277,4.37,https://www.airbnb.com/rooms/10965
10966,Stunning Room in Bedford-Stuyvesant,1203,Noah,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.68332,-73.93254,Private room,72,1,72.0,4,35,2026-05-18,1.56,1,Single Listing,Budget (<$100),94,4.38,https://www.airbnb.com/rooms/10966
10967,Rustic Room in Riverdale,1002,Liam,f,Standard Host,Bronx,Riverdale,40.891,-73.83182,Entire home/apt,127,5,25.4,7,8,2026-05-03,0.76,2,Small Host (2-4),Moderate ($100-$250),195,4.62,https://www.airbnb.com/rooms/10967
10968,Bright Brownstone Unit in Tribeca,1079,Emily,t,Superhost,Manhattan,Tribeca,40.83389,-73.97482,Entire home/apt,326,4,81.5,3,54,2026-07-17,1.66,1,Single Listing,Luxury (>$250),303,4.94,https://www.airbnb.com/rooms/10968
10969,Boho Studio in Upper West Side,1230,Sarah,f,Standard Host,Manhattan,Upper West Side,40.8052,-73.99388,Private room,201,2,100.5,30,36,2026-06-18,2.98,1,Single Listing,Moderate ($100-$250),288,4.38,https://www.airbnb.com/rooms/10969
10970,Quiet Loft in Forest Hills,1034,Carlos,f,Standard Host,Queens,Forest Hills,40.6477,-73.78596,Entire home/apt,204,2,102.0,7,36,2026-06-18,1.96,2,Small Host (2-4),Moderate ($100-$250),18,4.53,https://www.airbnb.com/rooms/10970
10971,Quiet Flat in Financial District,1324,Charlotte,t,Superhost,Manhattan,Financial District,40.77537,-73.96552,Entire home/apt,329,5,65.8,5,78,2026-07-31,2.56,4,Small Host (2-4),Luxury (>$250),13,4.99,https://www.airbnb.com/rooms/10971
10972,Sunny Studio in East Village,1076,Ethan,f,Standard Host,Manhattan,East Village,40.75799,-73.94579,Entire home/apt,338,3,112.67,2,38,2026-06-06,1.47,1,Single Listing,Luxury (>$250),33,4.35,https://www.airbnb.com/rooms/10972
10973,Boho Loft in Greenpoint,1116,Daniel,t,Superhost,Brooklyn,Greenpoint,40.64477,-73.93567,Private room,161,2,80.5,2,55,2026-04-12,7.55,1,Single Listing,Moderate ($100-$250),26,4.96,https://www.airbnb.com/rooms/10973
10974,Minimalist Penthouse in Crown Heights,1023,Olivia,t,Superhost,Brooklyn,Crown Heights,40.6806,-73.98337,Entire home/apt,217,3,72.33,1,53,2026-07-26,1.58,8,Multi-Listing Host (5+),Moderate ($100-$250),126,4.95,https://www.airbnb.com/rooms/10974
10975,Quiet Retreat in Long Island City,1322,Liam,f,Standard Host,Queens,Long Island City,40.65395,-73.74138,Entire home/apt,85,5,17.0,2,36,2026-06-01,3.51,1,Single Listing,Budget (<$100),331,4.5,https://www.airbnb.com/rooms/10975
10976,Bright Apartment in Greenwich Village,1119,Sophia,f,Standard Host,Manhattan,Greenwich Village,40.76341,-73.94534,Entire home/apt,276,3,92.0,2,25,2026-07-25,2.04,1,Single Listing,Luxury (>$250),265,4.37,https://www.airbnb.com/rooms/10976
10977,Chic Suite in Bedford-Stuyvesant,1287,Daniel,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.66868,-73.95975,Entire home/apt,232,2,116.0,2,21,2026-07-05,0.59,2,Small Host (2-4),Moderate ($100-$250),330,4.49,https://www.airbnb.com/rooms/10977
10978,Spacious Haven in Park Slope,1150,Liam,f,Standard Host,Brooklyn,Park Slope,40.65853,-73.91649,Entire home/apt,212,4,53.0,1,23,2026-06-03,2.72,1,Single Listing,Moderate ($100-$250),322,4.47,https://www.airbnb.com/rooms/10978
10979,Charming Studio in Midtown,1341,Emma,f,Standard Host,Manhattan,Midtown,40.82356,-73.98482,Entire home/apt,177,4,44.25,1,63,2026-04-22,2.66,2,Small Host (2-4),Moderate ($100-$250),259,4.33,https://www.airbnb.com/rooms/10979
10980,Rustic Brownstone Unit in Bedford-Stuyvesant,1208,Olivia,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.63082,-73.97763,Entire home/apt,147,8,18.38,2,3,2026-03-22,0.32,1,Single Listing,Moderate ($100-$250),241,4.49,https://www.airbnb.com/rooms/10980
10981,Quiet Haven in Stapleton,1161,Liam,f,Standard Host,Staten Island,Stapleton,40.57024,-74.14623,Entire home/apt,150,2,75.0,2,10,2026-07-18,0.3,1,Single Listing,Moderate ($100-$250),226,4.34,https://www.airbnb.com/rooms/10981
10982,Quiet Studio in Midtown,1168,David,f,Standard Host,Manhattan,Midtown,40.74126,-73.93797,Private room,204,1,204.0,7,23,2026-07-06,1.29,3,Small Host (2-4),Moderate ($100-$250),81,4.58,https://www.airbnb.com/rooms/10982
10983,Minimalist Retreat in Greenwich Village,1035,Ethan,f,Standard Host,Manhattan,Greenwich Village,40.78387,-73.93783,Entire home/apt,282,5,56.4,3,21,2026-07-27,1.51,1,Single Listing,Luxury (>$250),23,4.49,https://www.airbnb.com/rooms/10983
10984,Stunning Room in Harlem,1107,James,f,Standard Host,Manhattan,Harlem,40.75453,-73.972,Entire home/apt,215,6,35.83,2,16,2026-07-06,1.18,1,Single Listing,Moderate ($100-$250),52,4.53,https://www.airbnb.com/rooms/10984
10985,Minimalist Penthouse in Crown Heights,1302,Benjamin,f,Standard Host,Brooklyn,Crown Heights,40.68475,-73.93532,Entire home/apt,222,3,74.0,2,10,2026-06-29,0.39,2,Small Host (2-4),Moderate ($100-$250),36,4.49,https://www.airbnb.com/rooms/10985
10986,Stunning Loft in Williamsburg,1125,Michael,t,Superhost,Brooklyn,Williamsburg,40.6627,-73.91294,Entire home/apt,315,4,78.75,2,61,2026-04-27,6.69,1,Single Listing,Luxury (>$250),290,4.94,https://www.airbnb.com/rooms/10986
10987,Cozy Studio in Greenwich Village,1170,Benjamin,f,Standard Host,Manhattan,Greenwich Village,40.77114,-73.98407,Entire home/apt,156,3,52.0,3,10,2026-07-14,0.58,1,Single Listing,Moderate ($100-$250),110,4.21,https://www.airbnb.com/rooms/10987
10988,Sunny Flat in Midtown,1332,Carlos,f,Standard Host,Manhattan,Midtown,40.77179,-73.96182,Private room,202,1,202.0,1,19,2026-07-01,2.79,1,Single Listing,Moderate ($100-$250),171,4.55,https://www.airbnb.com/rooms/10988
10989,Spacious Loft in Williamsburg,1128,Daniel,f,Standard Host,Brooklyn,Williamsburg,40.71912,-73.91622,Entire home/apt,320,3,106.67,30,19,2026-07-31,1.86,2,Small Host (2-4),Luxury (>$250),324,4.56,https://www.airbnb.com/rooms/10989
10990,Charming Apartment in DUMBO,1099,Emily,f,Standard Host,Brooklyn,DUMBO,40.71361,-73.96093,Private room,89,1,89.0,3,31,2026-04-06,1.93,1,Single Listing,Budget (<$100),180,4.47,https://www.airbnb.com/rooms/10990
10991,Rustic Retreat in DUMBO,1003,Jessica,t,Superhost,Brooklyn,DUMBO,40.68116,-73.96502,Entire home/apt,179,3,59.67,7,100,2026-06-04,3.83,1,Single Listing,Moderate ($100-$250),134,4.96,https://www.airbnb.com/rooms/10991
10992,Quiet Brownstone Unit in Greenpoint,1208,Michael,t,Superhost,Brooklyn,Greenpoint,40.68667,-73.93175,Entire home/apt,328,2,164.0,7,66,2026-05-01,6.15,1,Single Listing,Luxury (>$250),271,4.9,https://www.airbnb.com/rooms/10992
10993,Sunny Suite in Upper West Side,1208,Ethan,f,Standard Host,Manhattan,Upper West Side,40.72135,-73.96052,Entire home/apt,458,2,229.0,4,23,2026-07-01,0.85,1,Single Listing,Luxury (>$250),305,4.45,https://www.airbnb.com/rooms/10993
10994,Boho Room in Chelsea,1253,Ethan,t,Superhost,Manhattan,Chelsea,40.75907,-73.9487,Hotel room,261,2,130.5,1,73,2026-06-15,2.58,1,Single Listing,Luxury (>$250),148,4.79,https://www.airbnb.com/rooms/10994
10995,Quiet Retreat in SoHo,1014,Sophia,f,Standard Host,Manhattan,SoHo,40.76192,-73.97123,Private room,104,1,104.0,7,28,2026-07-26,3.37,1,Single Listing,Moderate ($100-$250),266,4.37,https://www.airbnb.com/rooms/10995
10996,Modern Brownstone Unit in Brooklyn Heights,1107,Mia,t,Superhost,Brooklyn,Brooklyn Heights,40.67319,-73.92828,Entire home/apt,264,2,132.0,7,93,2026-01-22,3.06,1,Single Listing,Luxury (>$250),19,4.97,https://www.airbnb.com/rooms/10996
10997,Rustic Room in Crown Heights,1204,Daniel,f,Standard Host,Brooklyn,Crown Heights,40.72957,-73.89727,Shared room,52,1,52.0,2,19,2026-06-08,0.62,3,Small Host (2-4),Budget (<$100),309,4.27,https://www.airbnb.com/rooms/10997
10998,Rustic Loft in Greenwich Village,1041,Emma,t,Superhost,Manhattan,Greenwich Village,40.7632,-73.9645,Private room,124,2,62.0,2,145,2026-05-25,21.43,1,Single Listing,Moderate ($100-$250),121,4.96,https://www.airbnb.com/rooms/10998
10999,Boho Room in Greenwich Village,1015,Emma,f,Standard Host,Manhattan,Greenwich Village,40.79759,-73.9596,Private room,107,2,53.5,5,36,2026-05-28,1.77,2,Small Host (2-4),Moderate ($100-$250),346,4.45,https://www.airbnb.com/rooms/10999
11000,Boho Apartment in Bushwick,1136,Michael,f,Standard Host,Brooklyn,Bushwick,40.66998,-73.95337,Private room,178,3,59.33,4,14,2026-05-29,0.59,3,Small Host (2-4),Moderate ($100-$250),34,4.48,https://www.airbnb.com/rooms/11000
11001,Luxury Penthouse in Astoria,1214,Emma,f,Standard Host,Queens,Astoria,40.75075,-73.76365,Private room,154,2,77.0,1,15,2026-07-11,0.44,12,Multi-Listing Host (5+),Moderate ($100-$250),89,4.59,https://www.airbnb.com/rooms/11001
11002,Charming Studio in Greenwich Village,1050,Mia,f,Standard Host,Manhattan,Greenwich Village,40.79375,-73.95007,Hotel room,386,6,64.33,1,8,2026-07-19,0.38,1,Single Listing,Luxury (>$250),60,4.36,https://www.airbnb.com/rooms/11002
11003,Sunny Haven in Todt Hill,1267,Ava,f,Standard Host,Staten Island,Todt Hill,40.61041,-74.17086,Entire home/apt,130,2,65.0,30,32,2026-06-06,1.1,3,Small Host (2-4),Moderate ($100-$250),253,4.43,https://www.airbnb.com/rooms/11003
11004,Sunny Suite in Greenwich Village,1041,Sarah,f,Standard Host,Manhattan,Greenwich Village,40.78893,-73.96825,Private room,157,2,78.5,1,39,2026-03-29,2.37,1,Single Listing,Moderate ($100-$250),131,4.53,https://www.airbnb.com/rooms/11004
11005,Rustic Flat in Greenwich Village,1199,Michael,f,Standard Host,Manhattan,Greenwich Village,40.76561,-73.98338,Private room,123,1,123.0,5,19,2026-06-23,1.12,1,Single Listing,Moderate ($100-$250),248,4.59,https://www.airbnb.com/rooms/11005
11006,Sunny Retreat in Tribeca,1145,Noah,f,Standard Host,Manhattan,Tribeca,40.79313,-73.95497,Entire home/apt,250,6,41.67,3,14,2026-07-07,0.74,1,Single Listing,Moderate ($100-$250),215,4.38,https://www.airbnb.com/rooms/11006
11007,Quiet Retreat in Harlem,1045,Benjamin,t,Superhost,Manhattan,Harlem,40.79071,-73.98144,Private room,163,2,81.5,1,65,2026-05-30,2.05,1,Single Listing,Moderate ($100-$250),123,4.94,https://www.airbnb.com/rooms/11007
11008,Modern Suite in Park Slope,1263,Benjamin,f,Standard Host,Brooklyn,Park Slope,40.65456,-73.93171,Private room,76,1,76.0,2,1,2026-06-23,0.05,1,Single Listing,Budget (<$100),13,4.52,https://www.airbnb.com/rooms/11008
11009,Rustic Loft in Bushwick,1072,Emily,t,Superhost,Brooklyn,Bushwick,40.71465,-73.90922,Private room,118,1,118.0,3,62,2026-07-27,10.27,1,Single Listing,Moderate ($100-$250),293,4.93,https://www.airbnb.com/rooms/11009
